,id,company,sec_code,headline,file_url,time,Earliest Publish Time,Earliest Publish Type
18,36d8400b-6d95-47a0-9710-37c5cc6d1444,Bajaj Finance Ltd,500034,Audited Standalone And Consolidated Financial Results For The Quarter And Year Ended 31 March 2024,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=389309e3-3e4e-45eb-94ba-8153d7e985ee.pdf,2024-04-25T18:22:43.19,2024-04-25 17:32:13.753,Board Meeting
19,137f0bc2-0ae9-414a-a324-8ad7eddb0d40,Bajaj Finserv Ltd,532978,Audited Standalone And Consolidated Financial Results For The Quarter And Year Ended 31 March 2024,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=48d14422-85c4-450a-a8a7-52a8ac9d750b.pdf,2024-04-26T14:10:22.107,2024-04-26 14:03:43.417,Board Meeting
20,01d73120-259a-4c0c-b7fc-6a163f71ca11,Bajaj Holdings & Investment Ltd,500490,Audited Standalone And Consolidated Financial Results For The Quarter And Financial Year Ended 31 March 2024,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0802f4fe-37f7-497b-9116-028eec6bb1eb.pdf,2024-04-26T17:36:41.74,2024-04-26 17:36:41.740,Financial Results
21,01458dbb-336d-4771-91b9-c0af5b8967dc,Bank of Maharashtra,532525,Audited Financial Results For The FY 2023-24,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=392089e9-0b5a-4227-9c8a-e57981af6ac1.pdf,2024-04-26T13:45:35.98,2024-04-26 13:24:26.543,Board Meeting
22,4cea2a69-3818-43dd-a7ee-99f12434cd44,Birlasoft Ltd,532400,"Results - Financial Results For March 31, 2024",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d0aa5e23-000a-46ba-abde-f073626d140a.pdf,2024-04-29T16:00:30.65,2024-04-29 16:00:30.650,Financial Results
23,958daa25-13f3-40b5-b6ed-cc3f9d01cae5,CRISIL Ltd,500092,"Results - Financial Results For The Quarter Ended March 31, 2024",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6be1cd45-827b-491a-b404-43e940f051e5.pdf,2024-04-16T13:20:25.027,2024-04-16 13:14:32.700,Board Meeting
24,b0166dd4-cfd7-416b-a0bb-2ae813fe4d8c,Can Fin Homes Ltd,511196,"Outcome Of Board Meeting, Submission Of Audited Financial Results For The Quarter And Year Ended On March 31, 2024, Recommendation Of Final Dividend And Other Approvals.",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=171f051e-0e88-4338-bbfe-5db2893fd9f1.pdf,2024-04-29T19:07:20.81,2024-04-29 18:56:33.270,Board Meeting
25,8f2fdb63-f183-4442-9af5-d0b321aebbfd,Castrol India Ltd,500870,Financial Results For The Quarter Ended 31 March 2024.,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8c9a0a51-10c3-4d39-8442-7e554766d2a4.pdf,2024-04-30T16:44:17.093,2024-04-30 16:39:39.323,Board Meeting
26,9e0085f3-0792-4c3b-a44a-b04136873035,Central Bank of India,532885,"Audited Financial Results Of The Bank (Standalone & Consolidated) For The Quarter And Financial Year Ended 31St March, 2024.",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8dc7d4e2-da50-4110-8637-d14e11753407.pdf,2024-04-30T14:01:53.627,2024-04-30 14:01:53.627,Financial Results
27,5eaf788e-c83a-4ed3-a859-ddecc496f5d9,Chennai Petroleum Corporation Ltd,500110,Audited Results For The F.Y 2023-2024,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0647e5a2-6983-4352-ba76-be588397b848.pdf,2024-04-24T12:12:16.28,2024-04-24 12:06:02.177,Board Meeting
28,d9750fd7-e027-485a-a5e7-5ffb3503d897,Cholamandalam Investment and Finance Company Ltd,511243,"Financial Results For The Year Ended March 31, 2024.",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d65fbf04-b6bb-4105-8bf0-948a808416d4.pdf,2024-04-30T15:30:17.673,2024-04-30 15:30:17.673,Financial Results
29,723aa1af-df09-430f-b013-1518140aca6b,Coromandel International Ltd,506395,"Audited Financial Results For The Year Ended March 31, 2024",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7eae838e-220b-4e75-a032-be85c2472bb9.pdf,2024-04-25T15:27:30.937,2024-04-25 15:14:16.133,Board Meeting
30,96ed1ab4-2640-4543-8fe9-ac8a74ee0f8e,Craftsman Automation Ltd,543276,"Outcome Of Board Meeting Held On 27Th April, 2024 Pursuant To Regulation 30 Of The Securities And Exchange Board Of India (Listing Obligations And Disclosure Requirements), Regulations, 2015",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d33f8eb9-a010-4735-b321-fb015955d083.pdf,2024-04-27T13:33:09.55,2024-04-27 13:33:09.550,Financial Results
31,607e229d-17ea-4bb9-926d-b6099642e517,Cyient Ltd,532175,Financial Results For The Quarter And Year Ended 31 March 2024,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=cb9111c5-eac9-4644-bff8-581f7d66a064.pdf,2024-04-25T16:15:46.577,2024-04-25 16:15:46.577,Financial Results
32,2c92c65b-934c-44f0-982f-5d8881dc18a0,Dalmia Bharat Ltd,542216,"Results- Outcome Of Board Meeting Held On April 24, 2024",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c6e1735b-4ea7-4b84-afe3-fd6277666883.pdf,2024-04-24T18:49:33.327,2024-04-24 18:49:33.327,Financial Results
33,c5b99641-4774-4631-a423-9da64ed7ed20,Elecon Engineering Company Ltd,505700,"Financial Results For The Quarter And Financial Year Ended On 31St March, 2024",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=90c911b1-0538-49bf-9a9a-2424afa5ecc7.pdf,2024-04-19T14:01:48.95,2024-04-19 13:46:47.927,Board Meeting
34,4cc275d6-239c-48b0-b71f-2cc3f4cfd089,Exide Industries Ltd,500086,Results-Financial For The Year Ended 31St March 2024,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e0660868-cc0f-4867-b79f-5740727f1209.pdf,2024-04-30T13:36:00.143,2024-04-30 13:36:00.143,Financial Results
35,93825b00-11ec-4988-a078-b281465496e7,Five-Star Business Finance Ltd,543663,"Financial Results For The Quarter And Financial Year Ended March 31, 2024",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=07a23ea8-6a70-43ba-9059-a239ed845f37.pdf,2024-04-30T18:54:19.64,2024-04-30 18:49:59.967,Board Meeting
36,5d1755ba-6e52-4900-8d87-bdec158d7fe3,Gillette India Ltd,507815,"Quarter Ended March 31,2024",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ce452ded-d192-43db-be0f-979a0b85c3bb.pdf,2024-04-29T17:50:59.87,2024-04-29 17:44:23.830,Board Meeting
37,3aa44885-3f57-49d3-9153-70c4b61e74b1,Gravita India Ltd,533282,"Audited Standalone And Consolidated Financial Results For The Quarter And Year Ended 31St March, 2024",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=95fce491-8046-4b0f-b1f2-794e6b18b908.pdf,2024-04-30T17:03:09.597,2024-04-30 16:54:00.110,Board Meeting
38,19264d4b-adea-4f15-b205-7321d5457b5c,HCL Technologies Ltd,532281,"Board Meeting - Audited Financial Results For The Quarter And Year Ended March 31, 2024.",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b512a8f6-d4a3-461c-9c2b-192756792619.pdf,2024-04-26T17:31:48.677,2024-04-26 17:31:48.677,Financial Results
39,5c37a403-b8a2-47f0-80cd-5c03022e64c7,HDFC Asset Management Company Ltd,541729,Outcome Of Board Meeting,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=16014b9f-860f-46fb-9c11-35f095c69c3a.pdf,2024-04-19T16:06:42.24,2024-04-19 16:06:42.240,Financial Results
40,89764d5e-0a17-43b8-900b-3035a31f10b3,HDFC Bank Ltd,500180,"Audited Financial Results Of HDFC Bank Limited For The Quarter And Year Ended March 31, 2024",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c519bb2e-9c54-4d27-a1eb-dc2dd9c09be6.pdf,2024-04-20T14:33:08.687,2024-04-20 14:33:08.687,Financial Results
41,832f4a1f-a4dc-4a60-ae95-3f5e74d354c7,Havells India Ltd,517354,"Intimations Under Regulation 30, 33 And SEBI Circular No. SEBI/HO/CFD/CFD-
Pod-1/P/CIR/2023/123 Dated July 13, 2023 
(1) Audited Standalone & Consolidated Financial Results Of The Company For The Fourth Quarter And Financial Year Ended 31St March, 2024 Alongwith Audit Reports For Standalone And Consolidated Financial Results And
(2) Outcome Of Board Meeting
(3) Details Related To Large Corporate
",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=423dd05b-6fe8-4914-8ca4-bfe7fb1ecf4a.pdf,2024-04-30T16:15:29.877,2024-04-30 16:15:29.877,Financial Results
42,1ed976e9-346e-4f1e-afb8-e8d8fdf7d956,Himadri Speciality Chemical Ltd,500184,Audited Financial Results (Standalone & Consolidated) For The Quarter And Financial Year Ended 31 March 2024,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=32b35ecc-e429-4370-b06b-64e73419a49c.pdf,2024-04-25T18:07:53.417,2024-04-25 16:01:35.127,Board Meeting
43,decbff67-f403-4609-b67f-349e032855d8,Hindustan Unilever Ltd,500696,"Results - Financial Results For Mar 31, 2024",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3d02bed2-71ef-4e65-90e0-7d98bab0c7eb.pdf,2024-04-24T16:23:27.327,2024-04-24 16:09:18.663,Board Meeting
44,1f6ee64a-fe0b-4194-a9f8-0a6e4ac004ab,Hindustan Zinc Ltd,500188,"Outcome Of The Meeting Of The Board Of Directors Of Hindustan Zinc Limited ('Company') Held On April 19, 2024 For Consideration And Approval Of The Audited Consolidated And Standalone Financial Results Of The Company For The Fourth Quarter And Year Ended March 31, 2024.",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9d433e1b-0035-4365-bf9d-7f1f59ddd9e3.pdf,2024-04-19T14:32:06.007,2024-04-19 14:11:13.563,Board Meeting
45,fa1d949b-2bac-4ac0-b7e1-73779b0e6376,ICICI Bank Ltd,532174,"Audited Financial Results For The Quarter And Year Ended March 31, 2024",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c6823be2-7fb2-40e3-ad4d-cace18332220.pdf,2024-04-27T16:04:30.297,2024-04-27 16:04:30.297,Financial Results
46,b0cbb2c9-0f82-49d4-aa5d-dc25b24830d7,ICICI Lombard General Insurance Company Ltd,540716,"Board Meeting Outcome for Outcome Of The Board Meeting Held On Wednesday, April 17, 2024 Financial Results For The Quarter And Financial Year Ended March 31, 2024 And Recommendation Of Final Dividend",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b0caa686-b833-4c92-8ac7-124a38598723.pdf,2024-04-17T18:10:09.303,2024-04-17 18:10:09.303,Financial Results
47,f9293d82-f359-4311-976d-2ed7df0f1311,ICICI Prudential Life Insurance Company Ltd,540133,"Audited Financial Statements And Financial Results (Standalone And Consolidated) For The Quarter And Year Ended March 31, 2024.

",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=476b0166-2890-46ad-a036-7755af473e13.pdf,2024-04-23T18:07:56.173,2024-04-23 18:03:13.430,Board Meeting
48,1f1a5cca-b4a6-4f94-a519-53b8fba96375,IFCI Ltd,500106,"Results For The FY Ended March 31, 2024",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=06782a8d-c0eb-4ee0-a7fb-36b46017e4ea.pdf,2024-04-30T23:31:23.92,2024-04-30 23:24:35.340,Board Meeting
49,723c873b-41c7-48eb-8227-19c81f5c60f8,IndiaMART InterMESH Ltd,542726,"Financial Results For The Quarter And Financial Year Ended March 31, 2024",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b3b58480-3edc-4953-8088-a028419cac55.pdf,2024-04-30T16:07:55.16,2024-04-30 16:01:42.027,Board Meeting
50,3b1f0818-70e1-4f4b-9824-ffe37f12f675,Indian Hotels Company Ltd,500850,"Financial Results For The Year Ended March 31, 2024 And Recommendation Of Dividend",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ebc2882c-e2a1-4f77-8ef7-b4634ecacf93.pdf,2024-04-24T18:11:29.573,2024-04-24 18:11:29.573,Financial Results
51,9b1361c6-86db-4718-913c-ededad22aff5,Indian Oil Corporation Ltd,530965,Audited Financial Results (Standalone And Consolidated) For The Quarter And Year Ended 31St March 2024<BR> <BR>,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=06d9a824-5a4e-4742-aaa5-6541e289a8e9.pdf,2024-04-30T14:39:31.373,2024-04-30 14:35:06.683,Board Meeting
52,bdc0bd33-bcbe-46fb-a16f-e758653b98c2,Indian Renewable Energy Development Agency Ltd,544026,Financial Results For The Quarter And Year Ended 31032024,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c0748373-5ad1-452a-bd61-d7334fafaa3a.pdf,2024-04-19T18:03:22.787,2024-04-19 18:03:22.787,Financial Results
53,ac8a6726-0eaa-407a-b971-279317d83c57,Indus Towers Ltd,534816,"Financial Results For The Fourth Quarter (Q4) And Financial Year<BR> Ended March 31, 2024",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=184e7184-23f0-48ea-a791-a3a12c55e973.pdf,2024-04-30T21:07:29.58,2024-04-30 21:07:29.580,Financial Results
54,90780677-b78c-4820-a2c7-40f7c298108e,Indusind Bank Ltd,532187,"Audited Standalone And Consolidated Financial Results Of The Bank For The Quarter And Financial Year Ended March 31, 2024",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=776f9880-e59c-4eb7-adba-f0d55ee1104c.pdf,2024-04-25T15:53:32.6,2024-04-25 15:53:32.600,Financial Results
55,e4a1a794-6f14-4c9f-bb77-74ec22565893,Infosys Ltd,500209,"Results For The Quarter And Year Ended March 31, 2024",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9a77b5ef-018d-4698-8b0e-25834122977f.pdf,2024-04-18T16:54:32.727,2024-04-18 16:54:32.727,Financial Results
56,7a431171-cbf7-4b81-9cca-4efb54eef6b4,Jaiprakash Power Ventures Ltd,532627,"Audited Standalone And Consolidated Financial Results For The Year Ended On 31St March, 2024",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=29949411-71a8-4485-ad7b-c716eda576c8.pdf,2024-04-27T19:20:59.97,2024-04-27 19:20:59.970,Financial Results
57,0abced36-4fc3-42b5-957d-f21985721cf8,Jio Financial Services Ltd,543940,"Audited Financial Results (Consolidated And Standalone) For The Quarter And Year Ended March 31, 2024",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ac2a1b85-8cce-47c9-bc63-a15856b396bc.pdf,2024-04-19T17:44:53.873,2024-04-19 17:44:53.873,Financial Results
58,19c03e53-8363-483e-9e00-d06132f39a41,Just Dial Ltd,535648,"Financial Results For The Quarter And Year Ended March 31, 2024",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b0146042-3ae2-4a63-9eda-b2158f53b025.pdf,2024-04-17T20:55:30.033,2024-04-17 20:48:17.173,Board Meeting
59,1ebf421d-fa6b-497b-89c1-3aaaa39f930e,KPIT Technologies Ltd,542651,"Outcome Of The Board Meeting Held On April 29, 2024",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=45770fb8-59f7-4d41-8039-d02a12d1e636.pdf,2024-04-29T13:18:38.56,2024-04-29 13:06:15.970,Board Meeting
60,84d22380-168e-4389-84aa-3b5d748a0cf9,KFin Technologies Ltd,543720,Board Meeting Outcome for Outcome Of Board Meeting,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2ac23517-f21c-481d-8a64-0ec93dea8fc2.pdf,2024-04-29T18:48:35.51,2024-04-29 18:48:35.510,Financial Results
61,7d85f323-12d6-48a7-bc3f-e0ec642b26fe,L&T Finance Ltd,533519,Results - Financial Results,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e6dff147-3c0a-433b-921d-68b13a8ec4e4.pdf,2024-04-27T19:27:54.257,2024-04-27 19:21:24.440,Board Meeting
62,3686def8-fb9c-496f-b77d-f28eeb2d4487,L&T Technology Services Ltd,540115,Financial Results Q4FY24,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c13ce711-0bfd-4553-8362-0e975e8bb826.pdf,2024-04-25T16:35:05.96,2024-04-25 16:25:59.237,Board Meeting
63,07ced6d5-18f4-46c7-b38d-bb99117a81ab,LTIMindtree Ltd,540005,Financial Results For Q4 FY24 And FY24,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e972c7da-091a-44d9-b2c4-40a3e9bca3c9.pdf,2024-04-24T16:27:50.473,2024-04-24 16:27:50.473,Financial Results
64,d98e7be1-6a86-4191-9e92-19479b99b4ff,Laurus Labs Ltd,540222,Financials For Q4 FY 24,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=58a8514d-9069-48e1-afdf-a14d70eb492c.pdf,2024-04-25T15:09:16.97,2024-04-25 15:09:16.970,Financial Results
65,e8745452-8788-4638-9be2-e3d64b821704,Lodha Developers Ltd,543287,"Audited Standalone And Consolidated Financial Results Of The Company For The Quarter And Year Ended March 31, 2024",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=10cd77d3-940c-45e6-832c-cc0b979ee9ef.pdf,2024-04-24T18:29:00.683,2024-04-24 18:29:00.683,Financial Results
66,174d650b-5c7b-4e38-8d9f-712aba725d59,Maruti Suzuki India Ltd,532500,"Audited Financial Results For The Year Ended On 31St March, 2024",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=987ffe0b-6de7-4497-b857-16ade74f8bc4.pdf,2024-04-26T15:48:48.013,2024-04-26 15:48:48.013,Financial Results
67,285b8c1b-4ed7-443f-a9b2-7dc1dfc579aa,Mastek Ltd,523704,"Annual Audited Financial Results For March 31, 2024",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=16055974-14de-4457-b73a-eed66d38ce5a.pdf,2024-04-26T22:16:58.59,2024-04-26 22:10:02.020,Board Meeting
68,a28fe6de-80b9-4f5b-bb75-6c448f3cd238,Motilal Oswal Financial Services Ltd,532892,"Financial Results For The Quarter And Year Ended March 31, 2024",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=61b49b96-cd35-4ce4-94dc-3b7ef7b8529c.pdf,2024-04-26T14:58:48.573,2024-04-26 14:55:09.233,Board Meeting
69,a9afb8c5-9b1c-45cb-972d-1d4d3ca4e626,Mphasis Ltd,526299,Results,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=82651a96-6a5a-407c-8f17-55cfbe501978.pdf,2024-04-25T23:09:50.423,2024-04-25 23:09:50.423,Financial Results
70,d1e20bd2-ac68-4857-9166-76af976c8f66,Multi Commodity Exchange of India Ltd,534091,"Financial Results For The Quarter And Year Ended March 31, 2024.",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4f13f929-1216-4e48-92ce-bea6e30a91f9.pdf,2024-04-23T22:17:37.553,2024-04-23 22:08:26.250,Board Meeting
71,f7a99056-94a6-43af-9be1-9178b2fa2bb2,Nestle India Ltd,500790,Outcome Of The Board Meeting,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b852dbdb-977f-4eb0-a791-b9c115ddd8a2.pdf,2024-04-25T12:32:07.67,2024-04-25 12:27:44.173,Board Meeting
72,1b591d36-c760-4743-b2f5-da5452e06537,Network 18 Media & Investments Ltd,532798,"Standalone And Consolidated Financial Results For The Quarter And Year Ended March 31, 2024",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=28f5f89a-a024-4184-933b-9a9c10f65a76.pdf,2024-04-18T18:23:18.407,2024-04-18 18:23:18.407,Financial Results
73,ae2a7d1b-2b02-47df-b3dc-d0d52f2a8d3a,Newgen Software Technologies Ltd,540900,Results-Financial Results For The Quarter And Financial Year Ended 31St March 2024,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=17277234-8384-490f-bf02-396286c1cb58.pdf,2024-04-30T12:40:52.897,2024-04-30 12:40:52.897,Financial Results
74,b5d99a12-e4e6-4b93-8dd1-0d280e2de312,Nippon Life India Asset Management Ltd,540767,"Audited Financial Results For The Quarter And Year Ended March 31, 2024.",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=95fa497c-8489-45e7-972a-123b161667f4.pdf,2024-04-24T14:15:07.033,2024-04-24 14:15:07.033,Financial Results
75,2a3abb3a-92ed-4aec-9cf4-a04517a9b7c5,Olectra Greentech Ltd,532439,"Financial Results For The Quarter And Year Ended 31St March, 2024",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=18987ff1-8bc0-41be-aafb-bae14406a7de.pdf,2024-04-25T17:47:49.293,2024-04-25 17:47:49.293,Financial Results
